"","Name","Type","Magnitude","Distance","Constellation","RA","DEC","Other.Names","dec_n","ra_n","script"
"7156","NGC 7156","Galaxy","12.7",73.024,"Pegasus","21h54m","+02°56'","",2.93333333333333,328.5,"planetarium.addPointer({
    'ra':  328.5 ,
    'dec':  2.93333333333333 ,
    'label': ' NGC 7156 ',
    'colour': ' rgb(255,0,0) '});"
"7162","NGC 7162","Galaxy","12.7",117.686,"Grus","22h00m","-43°08'","",-42.8666666666667,330,"planetarium.addPointer({
    'ra':  330 ,
    'dec':  -42.8666666666667 ,
    'label': ' NGC 7162 ',
    'colour': ' rgb(255,0,0) '});"
"7163","NGC 7163","Galaxy","13.2",97.8,"Piscis Austrinus","21h59m","-31°52'","",-30.1333333333333,329.75,"planetarium.addPointer({
    'ra':  329.75 ,
    'dec':  -30.1333333333333 ,
    'label': ' NGC 7163 ',
    'colour': ' rgb(255,0,0) '});"
"7167","NGC 7167","Galaxy","12.7",99.919,"Aquarius","22h00m","-24°37'","",-23.3833333333333,330,"planetarium.addPointer({
    'ra':  330 ,
    'dec':  -23.3833333333333 ,
    'label': ' NGC 7167 ',
    'colour': ' rgb(255,0,0) '});"
"7168","NGC 7168","Galaxy","11.9",114.1,"Indus","22h02m","-51°44'","",-50.2666666666667,330.5,"planetarium.addPointer({
    'ra':  330.5 ,
    'dec':  -50.2666666666667 ,
    'label': ' NGC 7168 ',
    'colour': ' rgb(255,0,0) '});"
"7169","NGC 7169","Galaxy","14.6",345.56,"Grus","22h02m","-47°41'","",-46.3166666666667,330.5,"planetarium.addPointer({
    'ra':  330.5 ,
    'dec':  -46.3166666666667 ,
    'label': ' NGC 7169 ',
    'colour': ' rgb(255,0,0) '});"
"7170","NGC 7170","Galaxy","14.8",365.12,"Aquarius","22h01m","-05°25'","",-4.58333333333333,330.25,"planetarium.addPointer({
    'ra':  330.25 ,
    'dec':  -4.58333333333333 ,
    'label': ' NGC 7170 ',
    'colour': ' rgb(255,0,0) '});"
"7176","NGC 7176","Galaxy","11.9",113.448,"Piscis Austrinus","22h02m","-31°59'","",-30.0166666666667,330.5,"planetarium.addPointer({
    'ra':  330.5 ,
    'dec':  -30.0166666666667 ,
    'label': ' NGC 7176 ',
    'colour': ' rgb(255,0,0) '});"
"7177","NGC 7177","Galaxy","11.1",56.072,"Pegasus","22h00m","+17°44'","",17.7333333333333,330,"planetarium.addPointer({
    'ra':  330 ,
    'dec':  17.7333333333333 ,
    'label': ' NGC 7177 ',
    'colour': ' rgb(255,0,0) '});"
"7178","NGC 7178","Galaxy","14.8",339.04,"Piscis Austrinus","22h02m","-35°47'","",-34.2166666666667,330.5,"planetarium.addPointer({
    'ra':  330.5 ,
    'dec':  -34.2166666666667 ,
    'label': ' NGC 7178 ',
    'colour': ' rgb(255,0,0) '});"
"7179","NGC 7179","Galaxy","12.8",153.872,"Indus","22h04m","-64°02'","",-63.9666666666667,331,"planetarium.addPointer({
    'ra':  331 ,
    'dec':  -63.9666666666667 ,
    'label': ' NGC 7179 ',
    'colour': ' rgb(255,0,0) '});"
"7180","NGC 7180","Galaxy","12.6",59.495,"Aquarius","22h02m","-20°32'","",-19.4666666666667,330.5,"planetarium.addPointer({
    'ra':  330.5 ,
    'dec':  -19.4666666666667 ,
    'label': ' NGC 7180 ',
    'colour': ' rgb(255,0,0) '});"
"7181","NGC 7181","Galaxy","15.4",319.806,"Aquarius","22h01m","-01°57'","",-0.05,330.25,"planetarium.addPointer({
    'ra':  330.25 ,
    'dec':  -0.05 ,
    'label': ' NGC 7181 ',
    'colour': ' rgb(255,0,0) '});"
"7182","NGC 7182","Galaxy","15.3",352.08,"Aquarius","22h01m","-02°11'","",-1.81666666666667,330.25,"planetarium.addPointer({
    'ra':  330.25 ,
    'dec':  -1.81666666666667 ,
    'label': ' NGC 7182 ',
    'colour': ' rgb(255,0,0) '});"
"7183","NGC 7183","Galaxy","12.9",118.99,"Aquarius","22h02m","-18°54'","",-17.1,330.5,"planetarium.addPointer({
    'ra':  330.5 ,
    'dec':  -17.1 ,
    'label': ' NGC 7183 ',
    'colour': ' rgb(255,0,0) '});"
"7188","NGC 7188","Galaxy","14.0",48.9,"Aquarius","22h03m","-20°19'","",-19.6833333333333,330.75,"planetarium.addPointer({
    'ra':  330.75 ,
    'dec':  -19.6833333333333 ,
    'label': ' NGC 7188 ',
    'colour': ' rgb(255,0,0) '});"
"7191","NGC 7191","Galaxy","13.8",120.946,"Indus","22h06m","-64°38'","",-63.3666666666667,331.5,"planetarium.addPointer({
    'ra':  331.5 ,
    'dec':  -63.3666666666667 ,
    'label': ' NGC 7191 ',
    'colour': ' rgb(255,0,0) '});"
"7194","NGC 7194","Galaxy","14.3",386.31,"Pegasus","22h03m","+12°38'","",12.6333333333333,330.75,"planetarium.addPointer({
    'ra':  330.75 ,
    'dec':  12.6333333333333 ,
    'label': ' NGC 7194 ',
    'colour': ' rgb(255,0,0) '});"
"7198","NGC 7198","Galaxy","14.4",203.75,"Aquarius","22h05m","-00°38'","",0.633333333333333,331.25,"planetarium.addPointer({
    'ra':  331.25 ,
    'dec':  0.633333333333333 ,
    'label': ' NGC 7198 ',
    'colour': ' rgb(255,0,0) '});"
"7200","NGC 7200","Galaxy","12.9",140.343,"Indus","22h07m","-49°59'","",-48.0166666666667,331.75,"planetarium.addPointer({
    'ra':  331.75 ,
    'dec':  -48.0166666666667 ,
    'label': ' NGC 7200 ',
    'colour': ' rgb(255,0,0) '});"
"7203","NGC 7203","Galaxy","13.7",114.1,"Piscis Austrinus","22h06m","-31°09'","",-30.85,331.5,"planetarium.addPointer({
    'ra':  331.5 ,
    'dec':  -30.85 ,
    'label': ' NGC 7203 ',
    'colour': ' rgb(255,0,0) '});"
"7211","NGC 7211","Galaxy","15.1",324.533,"Aquarius","22h06m","-08°05'","",-7.91666666666667,331.5,"planetarium.addPointer({
    'ra':  331.5 ,
    'dec':  -7.91666666666667 ,
    'label': ' NGC 7211 ',
    'colour': ' rgb(255,0,0) '});"
"7214","NGC 7214","Galaxy","13.9",188.917,"Piscis Austrinus","22h09m","-27°48'","",-26.2,332.25,"planetarium.addPointer({
    'ra':  332.25 ,
    'dec':  -26.2 ,
    'label': ' NGC 7214 ',
    'colour': ' rgb(255,0,0) '});"
"7216","NGC 7216","Galaxy","12.6",112.796,"Indus","22h12m","-68°39'","",-67.35,333,"planetarium.addPointer({
    'ra':  333 ,
    'dec':  -67.35 ,
    'label': ' NGC 7216 ',
    'colour': ' rgb(255,0,0) '});"
"7218","NGC 7218","Galaxy","11.9",72.698,"Aquarius","22h10m","-16°39'","",-15.35,332.5,"planetarium.addPointer({
    'ra':  332.5 ,
    'dec':  -15.35 ,
    'label': ' NGC 7218 ',
    'colour': ' rgb(255,0,0) '});"
"7219","NGC 7219","Galaxy","12.6",131.378,"Tucana","22h13m","-64°50'","",-63.1666666666667,333.25,"planetarium.addPointer({
    'ra':  333.25 ,
    'dec':  -63.1666666666667 ,
    'label': ' NGC 7219 ',
    'colour': ' rgb(255,0,0) '});"
"7220","NGC 7220","Galaxy","13.4",293.074,"Aquarius","22h11m","-22°57'","",-21.05,332.75,"planetarium.addPointer({
    'ra':  332.75 ,
    'dec':  -21.05 ,
    'label': ' NGC 7220 ',
    'colour': ' rgb(255,0,0) '});"
"7221","NGC 7221","Galaxy","12.2",186.472,"Piscis Austrinus","22h11m","-30°33'","",-29.45,332.75,"planetarium.addPointer({
    'ra':  332.75 ,
    'dec':  -29.45 ,
    'label': ' NGC 7221 ',
    'colour': ' rgb(255,0,0) '});"
"7222","NGC 7222","Galaxy","15.4",567.24,"Aquarius","22h10m","+02°06'","",2.1,332.5,"planetarium.addPointer({
    'ra':  332.5 ,
    'dec':  2.1 ,
    'label': ' NGC 7222 ',
    'colour': ' rgb(255,0,0) '});"
"7228","NGC 7228","Galaxy","14.9",283.946,"Lacerta","22h11m","+38°41'","",38.6833333333333,332.75,"planetarium.addPointer({
    'ra':  332.75 ,
    'dec':  38.6833333333333 ,
    'label': ' NGC 7228 ',
    'colour': ' rgb(255,0,0) '});"
"7231","NGC 7231","Galaxy","13.9",47.27,"Lacerta","22h12m","+45°19'","",45.3166666666667,333,"planetarium.addPointer({
    'ra':  333 ,
    'dec':  45.3166666666667 ,
    'label': ' NGC 7231 ',
    'colour': ' rgb(255,0,0) '});"
"7233","NGC 7233","Galaxy","12.5",74.002,"Grus","22h15m","-45°50'","",-44.1666666666667,333.75,"planetarium.addPointer({
    'ra':  333.75 ,
    'dec':  -44.1666666666667 ,
    'label': ' NGC 7233 ',
    'colour': ' rgb(255,0,0) '});"
"7236","NGC 7236","Galaxy","13.6",296.008,"Pegasus","22h14m","+13°50'","",13.8333333333333,333.5,"planetarium.addPointer({
    'ra':  333.5 ,
    'dec':  13.8333333333333 ,
    'label': ' NGC 7236 ',
    'colour': ' rgb(255,0,0) '});"
"7237","NGC 7237","Galaxy","13.7",371.64,"Pegasus","22h14m","+13°50'","",13.8333333333333,333.5,"planetarium.addPointer({
    'ra':  333.5 ,
    'dec':  13.8333333333333 ,
    'label': ' NGC 7237 ',
    'colour': ' rgb(255,0,0) '});"
"7240","NGC 7240","Galaxy","14.2",230.808,"Lacerta","22h15m","+37°16'","",37.2666666666667,333.75,"planetarium.addPointer({
    'ra':  333.75 ,
    'dec':  37.2666666666667 ,
    'label': ' NGC 7240 ',
    'colour': ' rgb(255,0,0) '});"
"7246","NGC 7246","Galaxy","13.8",133.986,"Aquarius","22h17m","-15°34'","",-14.4333333333333,334.25,"planetarium.addPointer({
    'ra':  334.25 ,
    'dec':  -14.4333333333333 ,
    'label': ' NGC 7246 ',
    'colour': ' rgb(255,0,0) '});"
"7247","NGC 7247","Galaxy","13.4",104.32,"Aquarius","22h17m","-23°43'","",-22.2833333333333,334.25,"planetarium.addPointer({
    'ra':  334.25 ,
    'dec':  -22.2833333333333 ,
    'label': ' NGC 7247 ',
    'colour': ' rgb(255,0,0) '});"
"7250","NGC 7250","Galaxy","13.1",63.896,"Lacerta","22h18m","+40°33'","Mrk 907",40.55,334.5,"planetarium.addPointer({
    'ra':  334.5 ,
    'dec':  40.55 ,
    'label': ' NGC 7250 ',
    'colour': ' rgb(255,0,0) '});"
"7253","NGC 7253","Galaxy","13.6",214.345,"Pegasus","22h19m","+29°23'","Arp 278",29.3833333333333,334.75,"planetarium.addPointer({
    'ra':  334.75 ,
    'dec':  29.3833333333333 ,
    'label': ' NGC 7253 ',
    'colour': ' rgb(255,0,0) '});"
"7254","NGC 7254","Galaxy","13.9",90.954,"Aquarius","22h22m","-21°44'","",-20.2666666666667,335.5,"planetarium.addPointer({
    'ra':  335.5 ,
    'dec':  -20.2666666666667 ,
    'label': ' NGC 7254 ',
    'colour': ' rgb(255,0,0) '});"
"7257","NGC 7257","Galaxy","13.7",236.35,"Aquarius","22h22m","-04°07'","",-3.88333333333333,335.5,"planetarium.addPointer({
    'ra':  335.5 ,
    'dec':  -3.88333333333333 ,
    'label': ' NGC 7257 ',
    'colour': ' rgb(255,0,0) '});"
"7258","NGC 7258","Galaxy","14.0",161.207,"Piscis Austrinus","22h22m","-28°20'","",-27.6666666666667,335.5,"planetarium.addPointer({
    'ra':  335.5 ,
    'dec':  -27.6666666666667 ,
    'label': ' NGC 7258 ',
    'colour': ' rgb(255,0,0) '});"
"7259","NGC 7259","Galaxy","13.8",65.526,"Piscis Austrinus","22h23m","-28°57'","",-27.05,335.75,"planetarium.addPointer({
    'ra':  335.75 ,
    'dec':  -27.05 ,
    'label': ' NGC 7259 ',
    'colour': ' rgb(255,0,0) '});"
"7264","NGC 7264","Galaxy","14.6",250.042,"Lacerta","22h22m","+36°23'","",36.3833333333333,335.5,"planetarium.addPointer({
    'ra':  335.5 ,
    'dec':  36.3833333333333 ,
    'label': ' NGC 7264 ',
    'colour': ' rgb(255,0,0) '});"
"7267","NGC 7267","Galaxy","12.2",64.548,"Piscis Austrinus","22h24m","-33°41'","",-32.3166666666667,336,"planetarium.addPointer({
    'ra':  336 ,
    'dec':  -32.3166666666667 ,
    'label': ' NGC 7267 ',
    'colour': ' rgb(255,0,0) '});"
"7270","NGC 7270","Galaxy","14.9",356.97,"Pegasus","22h23m","+32°24'","",32.4,335.75,"planetarium.addPointer({
    'ra':  335.75 ,
    'dec':  32.4 ,
    'label': ' NGC 7270 ',
    'colour': ' rgb(255,0,0) '});"
"7274","NGC 7274","Galaxy","14.2",320.621,"Lacerta","22h24m","+36°07'","",36.1166666666667,336,"planetarium.addPointer({
    'ra':  336 ,
    'dec':  36.1166666666667 ,
    'label': ' NGC 7274 ',
    'colour': ' rgb(255,0,0) '});"
"7275","NGC 7275","Galaxy","14.9",308.722,"Pegasus","22h24m","+32°26'","",32.4333333333333,336,"planetarium.addPointer({
    'ra':  336 ,
    'dec':  32.4333333333333 ,
    'label': ' NGC 7275 ',
    'colour': ' rgb(255,0,0) '});"
"7277","NGC 7277","Galaxy","14.2",176.692,"Piscis Austrinus","22h26m","-31°08'","",-30.8666666666667,336.5,"planetarium.addPointer({
    'ra':  336.5 ,
    'dec':  -30.8666666666667 ,
    'label': ' NGC 7277 ',
    'colour': ' rgb(255,0,0) '});"
"7279","NGC 7279","Galaxy","13.8",384.68,"Piscis Austrinus","22h27m","-35°08'","",-34.8666666666667,336.75,"planetarium.addPointer({
    'ra':  336.75 ,
    'dec':  -34.8666666666667 ,
    'label': ' NGC 7279 ',
    'colour': ' rgb(255,0,0) '});"
"7280","NGC 7280","Galaxy","12.2",73.676,"Pegasus","22h26m","+16°08'","",16.1333333333333,336.5,"planetarium.addPointer({
    'ra':  336.5 ,
    'dec':  16.1333333333333 ,
    'label': ' NGC 7280 ',
    'colour': ' rgb(255,0,0) '});"
"7282","NGC 7282","Galaxy","15.3",172.454,"Lacerta","22h25m","+40°18'","",40.3,336.25,"planetarium.addPointer({
    'ra':  336.25 ,
    'dec':  40.3 ,
    'label': ' NGC 7282 ',
    'colour': ' rgb(255,0,0) '});"
"7286","NGC 7286","Galaxy","13.3",69.112,"Pegasus","22h27m","+29°05'","",29.0833333333333,336.75,"planetarium.addPointer({
    'ra':  336.75 ,
    'dec':  29.0833333333333 ,
    'label': ' NGC 7286 ',
    'colour': ' rgb(255,0,0) '});"
"7290","NGC 7290","Galaxy","13.3",140.18,"Pegasus","22h28m","+17°08'","",17.1333333333333,337,"planetarium.addPointer({
    'ra':  337 ,
    'dec':  17.1333333333333 ,
    'label': ' NGC 7290 ',
    'colour': ' rgb(255,0,0) '});"
"7301","NGC 7301","Galaxy","14.2",221.028,"Aquarius","22h30m","-17°34'","",-16.4333333333333,337.5,"planetarium.addPointer({
    'ra':  337.5 ,
    'dec':  -16.4333333333333 ,
    'label': ' NGC 7301 ',
    'colour': ' rgb(255,0,0) '});"
"7303","NGC 7303","Galaxy","13.6",158.762,"Pegasus","22h31m","+30°57'","",30.95,337.75,"planetarium.addPointer({
    'ra':  337.75 ,
    'dec':  30.95 ,
    'label': ' NGC 7303 ',
    'colour': ' rgb(255,0,0) '});"
"7306","NGC 7306","Galaxy","13.5",147.841,"Piscis Austrinus","22h33m","-27°14'","",-26.7666666666667,338.25,"planetarium.addPointer({
    'ra':  338.25 ,
    'dec':  -26.7666666666667 ,
    'label': ' NGC 7306 ',
    'colour': ' rgb(255,0,0) '});"
"7307","NGC 7307","Galaxy","12.6",77.099,"Grus","22h33m","-40°55'","",-39.0833333333333,338.25,"planetarium.addPointer({
    'ra':  338.25 ,
    'dec':  -39.0833333333333 ,
    'label': ' NGC 7307 ',
    'colour': ' rgb(255,0,0) '});"
"7309","NGC 7309","Galaxy","12.5",76.284,"Aquarius","22h34m","-10°21'","",-9.65,338.5,"planetarium.addPointer({
    'ra':  338.5 ,
    'dec':  -9.65 ,
    'label': ' NGC 7309 ',
    'colour': ' rgb(255,0,0) '});"
"7311","NGC 7311","Galaxy","13.3",194.296,"Pegasus","22h34m","+05°34'","",5.56666666666667,338.5,"planetarium.addPointer({
    'ra':  338.5 ,
    'dec':  5.56666666666667 ,
    'label': ' NGC 7311 ',
    'colour': ' rgb(255,0,0) '});"
"7312","NGC 7312","Galaxy","14.4",440.1,"Pegasus","22h34m","+05°49'","",5.81666666666667,338.5,"planetarium.addPointer({
    'ra':  338.5 ,
    'dec':  5.81666666666667 ,
    'label': ' NGC 7312 ',
    'colour': ' rgb(255,0,0) '});"
"7317","NGC 7317","Galaxy","13.7",306.277,"Pegasus","22h35m","+33°56'","",33.9333333333333,338.75,"planetarium.addPointer({
    'ra':  338.75 ,
    'dec':  33.9333333333333 ,
    'label': ' NGC 7317 ',
    'colour': ' rgb(255,0,0) '});"
"7323","NGC 7323","Galaxy","14.0",256.725,"Pegasus","22h36m","+19°08'","",19.1333333333333,339,"planetarium.addPointer({
    'ra':  339 ,
    'dec':  19.1333333333333 ,
    'label': ' NGC 7323 ',
    'colour': ' rgb(255,0,0) '});"
"7328","NGC 7328","Galaxy","13.0",125.999,"Pegasus","22h37m","+10°31'","",10.5166666666667,339.25,"planetarium.addPointer({
    'ra':  339.25 ,
    'dec':  10.5166666666667 ,
    'label': ' NGC 7328 ',
    'colour': ' rgb(255,0,0) '});"
"7332","NGC 7332","Galaxy","11.1",36.349,"Pegasus","22h37m","+23°47'","",23.7833333333333,339.25,"planetarium.addPointer({
    'ra':  339.25 ,
    'dec':  23.7833333333333 ,
    'label': ' NGC 7332 ',
    'colour': ' rgb(255,0,0) '});"
"7339","NGC 7339","Galaxy","12.2",73.513,"Pegasus","22h37m","+23°47'","",23.7833333333333,339.25,"planetarium.addPointer({
    'ra':  339.25 ,
    'dec':  23.7833333333333 ,
    'label': ' NGC 7339 ',
    'colour': ' rgb(255,0,0) '});"
"7341","NGC 7341","Galaxy","13.4",149.797,"Aquarius","22h39m","-22°40'","",-21.3333333333333,339.75,"planetarium.addPointer({
    'ra':  339.75 ,
    'dec':  -21.3333333333333 ,
    'label': ' NGC 7341 ',
    'colour': ' rgb(255,0,0) '});"
"7344","NGC 7344","Galaxy","14.6",258.681,"Aquarius","22h39m","-04°09'","",-3.85,339.75,"planetarium.addPointer({
    'ra':  339.75 ,
    'dec':  -3.85 ,
    'label': ' NGC 7344 ',
    'colour': ' rgb(255,0,0) '});"
"7347","NGC 7347","Galaxy","14.5",107.743,"Pegasus","22h39m","+11°01'","",11.0166666666667,339.75,"planetarium.addPointer({
    'ra':  339.75 ,
    'dec':  11.0166666666667 ,
    'label': ' NGC 7347 ',
    'colour': ' rgb(255,0,0) '});"
"7348","NGC 7348","Galaxy","14.8",297.638,"Pegasus","22h40m","+11°54'","",11.9,340,"planetarium.addPointer({
    'ra':  340 ,
    'dec':  11.9 ,
    'label': ' NGC 7348 ',
    'colour': ' rgb(255,0,0) '});"
"7349","NGC 7349","Galaxy","14.5",173.758,"Aquarius","22h41m","-21°47'","",-20.2166666666667,340.25,"planetarium.addPointer({
    'ra':  340.25 ,
    'dec':  -20.2166666666667 ,
    'label': ' NGC 7349 ',
    'colour': ' rgb(255,0,0) '});"
"7356","NGC 7356","Galaxy","15.3",381.42,"Pegasus","22h42m","+30°42'","",30.7,340.5,"planetarium.addPointer({
    'ra':  340.5 ,
    'dec':  30.7 ,
    'label': ' NGC 7356 ',
    'colour': ' rgb(255,0,0) '});"
"7357","NGC 7357","Galaxy","15.1",298.942,"Pegasus","22h42m","+30°10'","",30.1666666666667,340.5,"planetarium.addPointer({
    'ra':  340.5 ,
    'dec':  30.1666666666667 ,
    'label': ' NGC 7357 ',
    'colour': ' rgb(255,0,0) '});"
"7361","NGC 7361","Galaxy","12.3",52.16,"Piscis Austrinus","22h42m","-30°03'","",-29.95,340.5,"planetarium.addPointer({
    'ra':  340.5 ,
    'dec':  -29.95 ,
    'label': ' NGC 7361 ',
    'colour': ' rgb(255,0,0) '});"
"7363","NGC 7363","Galaxy","14.5",46.292,"Pegasus","22h43m","+34°00'","",34,340.75,"planetarium.addPointer({
    'ra':  340.75 ,
    'dec':  34 ,
    'label': ' NGC 7363 ',
    'colour': ' rgb(255,0,0) '});"
"7365","NGC 7365","Galaxy","12.8",140.343,"Aquarius","22h45m","-19°57'","",-18.05,341.25,"planetarium.addPointer({
    'ra':  341.25 ,
    'dec':  -18.05 ,
    'label': ' NGC 7365 ',
    'colour': ' rgb(255,0,0) '});"
"7367","NGC 7367","Galaxy","14.8",249.064,"Pegasus","22h44m","+03°38'","",3.63333333333333,341,"planetarium.addPointer({
    'ra':  341 ,
    'dec':  3.63333333333333 ,
    'label': ' NGC 7367 ',
    'colour': ' rgb(255,0,0) '});"
"7371","NGC 7371","Galaxy","12.0",99.756,"Aquarius","22h46m","-11°00'","",-11,341.5,"planetarium.addPointer({
    'ra':  341.5 ,
    'dec':  -11 ,
    'label': ' NGC 7371 ',
    'colour': ' rgb(255,0,0) '});"
"7377","NGC 7377","Galaxy","11.2",96.333,"Aquarius","22h47m","-22°18'","",-21.7,341.75,"planetarium.addPointer({
    'ra':  341.75 ,
    'dec':  -21.7 ,
    'label': ' NGC 7377 ',
    'colour': ' rgb(255,0,0) '});"
"7378","NGC 7378","Galaxy","13.0",96.496,"Aquarius","22h47m","-11°48'","",-10.2,341.75,"planetarium.addPointer({
    'ra':  341.75 ,
    'dec':  -10.2 ,
    'label': ' NGC 7378 ',
    'colour': ' rgb(255,0,0) '});"
"7383","NGC 7383","Galaxy","14.0",371.64,"Pegasus","22h49m","+11°33'","",11.55,342.25,"planetarium.addPointer({
    'ra':  342.25 ,
    'dec':  11.55 ,
    'label': ' NGC 7383 ',
    'colour': ' rgb(255,0,0) '});"
"7385","NGC 7385","Galaxy","12.1",261.452,"Pegasus","22h49m","+11°36'","",11.6,342.25,"planetarium.addPointer({
    'ra':  342.25 ,
    'dec':  11.6 ,
    'label': ' NGC 7385 ',
    'colour': ' rgb(255,0,0) '});"
"7386","NGC 7386","Galaxy","12.5",269.439,"Pegasus","22h50m","+11°41'","",11.6833333333333,342.5,"planetarium.addPointer({
    'ra':  342.5 ,
    'dec':  11.6833333333333 ,
    'label': ' NGC 7386 ',
    'colour': ' rgb(255,0,0) '});"
"7387","NGC 7387","Galaxy","14.0",260.148,"Pegasus","22h50m","+11°38'","",11.6333333333333,342.5,"planetarium.addPointer({
    'ra':  342.5 ,
    'dec':  11.6333333333333 ,
    'label': ' NGC 7387 ',
    'colour': ' rgb(255,0,0) '});"
"7389","NGC 7389","Galaxy","13.4",229.341,"Pegasus","22h50m","+11°33'","",11.55,342.5,"planetarium.addPointer({
    'ra':  342.5 ,
    'dec':  11.55 ,
    'label': ' NGC 7389 ',
    'colour': ' rgb(255,0,0) '});"
"7390","NGC 7390","Galaxy","15.4",262.43,"Pegasus","22h50m","+11°31'","",11.5166666666667,342.5,"planetarium.addPointer({
    'ra':  342.5 ,
    'dec':  11.5166666666667 ,
    'label': ' NGC 7390 ',
    'colour': ' rgb(255,0,0) '});"
"7391","NGC 7391","Galaxy","12.1",189.732,"Aquarius","22h50m","-01°32'","",-0.466666666666667,342.5,"planetarium.addPointer({
    'ra':  342.5 ,
    'dec':  -0.466666666666667 ,
    'label': ' NGC 7391 ',
    'colour': ' rgb(255,0,0) '});"
"7392","NGC 7392","Galaxy","11.8",136.92,"Aquarius","22h51m","-20°36'","",-19.4,342.75,"planetarium.addPointer({
    'ra':  342.75 ,
    'dec':  -19.4 ,
    'label': ' NGC 7392 ',
    'colour': ' rgb(255,0,0) '});"
"7393","NGC 7393","Galaxy","12.6",122.413,"Aquarius","22h51m","-05°33'","Arp 15",-4.45,342.75,"planetarium.addPointer({
    'ra':  342.75 ,
    'dec':  -4.45 ,
    'label': ' NGC 7393 ',
    'colour': ' rgb(255,0,0) '});"
"7396","NGC 7396","Galaxy","13.5",265.853,"Pisces","22h52m","+01°05'","",1.08333333333333,343,"planetarium.addPointer({
    'ra':  343 ,
    'dec':  1.08333333333333 ,
    'label': ' NGC 7396 ',
    'colour': ' rgb(255,0,0) '});"
"7398","NGC 7398","Galaxy","14.6",230.645,"Pisces","22h52m","+01°12'","",1.2,343,"planetarium.addPointer({
    'ra':  343 ,
    'dec':  1.2 ,
    'label': ' NGC 7398 ',
    'colour': ' rgb(255,0,0) '});"
"7400","NGC 7400","Galaxy","13.6",131.052,"Grus","22h54m","-45°20'","",-44.6666666666667,343.5,"planetarium.addPointer({
    'ra':  343.5 ,
    'dec':  -44.6666666666667 ,
    'label': ' NGC 7400 ',
    'colour': ' rgb(255,0,0) '});"
"7406","NGC 7406","Galaxy","14.2",58.68,"Aquarius","22h53m","-06°34'","",-5.43333333333333,343.25,"planetarium.addPointer({
    'ra':  343.25 ,
    'dec':  -5.43333333333333 ,
    'label': ' NGC 7406 ',
    'colour': ' rgb(255,0,0) '});"
"7410","NGC 7410","Galaxy","11.2",139.202,"Grus","22h55m","-39°39'","",-38.35,343.75,"planetarium.addPointer({
    'ra':  343.75 ,
    'dec':  -38.35 ,
    'label': ' NGC 7410 ',
    'colour': ' rgb(255,0,0) '});"
"7412","NGC 7412","Galaxy","14.0",29.0466,"Grus","22h57m","-42°48'","",-41.2,344.25,"planetarium.addPointer({
    'ra':  344.25 ,
    'dec':  -41.2 ,
    'label': ' NGC 7412 ',
    'colour': ' rgb(255,0,0) '});"
"7413","NGC 7413","Galaxy","14.1",239.447,"Pegasus","22h55m","+13°13'","",13.2166666666667,343.75,"planetarium.addPointer({
    'ra':  343.75 ,
    'dec':  13.2166666666667 ,
    'label': ' NGC 7413 ',
    'colour': ' rgb(255,0,0) '});"
"7416","NGC 7416","Galaxy","12.3",103.342,"Aquarius","22h55m","-05°29'","",-4.51666666666667,343.75,"planetarium.addPointer({
    'ra':  343.75 ,
    'dec':  -4.51666666666667 ,
    'label': ' NGC 7416 ',
    'colour': ' rgb(255,0,0) '});"
"7421","NGC 7421","Galaxy","12.0",90.139,"Grus","22h56m","-37°20'","",-36.6666666666667,344,"planetarium.addPointer({
    'ra':  344 ,
    'dec':  -36.6666666666667 ,
    'label': ' NGC 7421 ',
    'colour': ' rgb(255,0,0) '});"
"7428","NGC 7428","Galaxy","13.8",108.232,"Pisces","22h57m","-01°02'","",-0.966666666666667,344.25,"planetarium.addPointer({
    'ra':  344.25 ,
    'dec':  -0.966666666666667 ,
    'label': ' NGC 7428 ',
    'colour': ' rgb(255,0,0) '});"
"7432","NGC 7432","Galaxy","14.8",298.616,"Pegasus","22h58m","+13°08'","",13.1333333333333,344.5,"planetarium.addPointer({
    'ra':  344.5 ,
    'dec':  13.1333333333333 ,
    'label': ' NGC 7432 ',
    'colour': ' rgb(255,0,0) '});"
"7434","NGC 7434","Galaxy","15.2",294.704,"Pisces","22h58m","-01°11'","",-0.816666666666667,344.5,"planetarium.addPointer({
    'ra':  344.5 ,
    'dec':  -0.816666666666667 ,
    'label': ' NGC 7434 ',
    'colour': ' rgb(255,0,0) '});"
"7437","NGC 7437","Galaxy","13.9",95.192,"Pegasus","22h58m","+14°18'","",14.3,344.5,"planetarium.addPointer({
    'ra':  344.5 ,
    'dec':  14.3 ,
    'label': ' NGC 7437 ',
    'colour': ' rgb(255,0,0) '});"
"7440","NGC 7440","Galaxy","14.6",130.4,"Andromeda","22h58m","+35°48'","Mrk 924",35.8,344.5,"planetarium.addPointer({
    'ra':  344.5 ,
    'dec':  35.8 ,
    'label': ' NGC 7440 ',
    'colour': ' rgb(255,0,0) '});"
"7454","NGC 7454","Galaxy","11.9",74.98,"Pegasus","23h01m","+16°23'","",16.3833333333333,345.25,"planetarium.addPointer({
    'ra':  345.25 ,
    'dec':  16.3833333333333 ,
    'label': ' NGC 7454 ',
    'colour': ' rgb(255,0,0) '});"
